source,line,energy_raw,cross_section_raw,uncertainty_raw,status,prefit_standardized_residual
z_boson_data_1.csv,47,error,0.6069,0.0881,nonnumeric_or_wrong_column_count,
z_boson_data_1.csv,48,93.3485,0.5435,0.0643,retained,0.4541495506554468
z_boson_data_1.csv,49,93.4444,0.5405,0.0883,retained,0.6554395356098635
z_boson_data_1.csv,50,93.5404,0.4998,0.0612,retained,0.7566283940119691
z_boson_data_1.csv,51,93.6364,0.4265,0.0934,retained,-0.0021971476713202108
z_boson_data_1.csv,52,93.7323,0.426,0.0612,retained,0.3910740762794566
z_boson_data_1.csv,53,93.8283,0.3702,0.0809,retained,-0.11285974191463669
z_boson_data_1.csv,54,93.9242,0.3686,0.0825,retained,0.12402632201399154
z_boson_data_1.csv,55,94.0202,0.3209,0.074,retained,-0.24425453310678777
z_boson_data_1.csv,56,94.1162,0.3493,0.0705,retained,0.4009995307132618
z_boson_data_1.csv,57,94.2121,0.3246,0.0756,retained,0.2669537171492773
z_boson_data_1.csv,58,94.3081,0.2582,0.0633,retained,-0.48640143645233247
z_boson_data_1.csv,59,94.404,0.2519,0.0719,retained,-0.31667475225675007
z_boson_data_1.csv,60,94.5,0.2863,0.082,retained,0.30448342598096156
z_boson_data_2.csv,2,86.9192,0.1523,0.0911,retained,-0.01417185628370452
z_boson_data_2.csv,3,87.0152,0.1733,0.0709,retained,0.18333086134226473
z_boson_data_2.csv,4,87.1111,0.1708,0.0932,retained,0.03614313757170389
z_boson_data_2.csv,5,87.2071,-0.1695,0.0662,outside_coursework_cross_section_window,
z_boson_data_2.csv,6,87.303,0.1754,0.0694,retained,-0.11124818672974636
z_boson_data_2.csv,7,87.399,0.19,0.0815,retained,-0.02162930097755185
z_boson_data_2.csv,8,87.4949,0.195,0.092,retained,-0.06506191850152757
z_boson_data_2.csv,9,87.5909,0.2018,0.0584,retained,-0.15514932903571846
z_boson_data_2.csv,10,87.6869,0.2153,0.0872,retained,-0.07036994768433102
z_boson_data_2.csv,11,87.7828,0.2159,0.0638,retained,-0.26432526144125784
z_boson_data_2.csv,12,87.8788,0.2553,0.0928,retained,0.11165801025118932
z_boson_data_2.csv,13,87.9747,0.2515,0.0721,retained,-0.09031586320414547
z_boson_data_2.csv,14,88.0707,0.2897,0.0612,retained,0.28759495496856985
z_boson_data_2.csv,15,88.1667,0.2488,0.0691,retained,-0.5569323891001515
z_boson_data_2.csv,16,88.2626,0.3163,0.0901,retained,0.1403316242756867
z_boson_data_2.csv,17,88.3586,0.3259,0.0911,retained,0.049735670562316626
z_boson_data_2.csv,18,88.4545,0.3184,0.0806,retained,-0.27442454996035065
z_boson_data_2.csv,19,88.5505,0.3734,0.0937,retained,0.12921851969002363
z_boson_data_2.csv,20,88.6465,0.3729,0.0671,retained,-0.16296064947020864
z_boson_data_2.csv,21,error,fail,fail,nonnumeric_or_wrong_column_count,
z_boson_data_2.csv,22,88.7424,0.4363,0.0801,retained,0.3495496471937381
z_boson_data_2.csv,23,90.7576,1.9699,0.0917,retained,2.742992353126458
z_boson_data_2.csv,24,90.8535,1.9649,0.0754,retained,2.3208318030132613
z_boson_data_2.csv,25,90.9495,2.1078,0.0918,retained,2.8338034410363213
z_boson_data_2.csv,26,91.0455,2.1404,0.0809,retained,3.1159779640148715
z_boson_data_2.csv,27,91.1414,1.8185,0.0673,retained,-1.351461190192364
z_boson_data_2.csv,28,93.1566,0.608,0.085,retained,0.2535294490343463
z_boson_data_2.csv,29,93.2525,0.5364,0.0746,retained,-0.16673088503472613
z_boson_data_2.csv,30,91.5414,181.856,0.0673,outside_coursework_cross_section_window,
z_boson_data_2.csv,31,91.2374,1.5174,0.0611,prefit_residual_cut,-6.422567588528826
z_boson_data_2.csv,32,91.3333,2.0512,0.0835,retained,1.937073784626538
z_boson_data_2.csv,33,91.4293,1.9038,0.0848,retained,0.6382128432036606
z_boson_data_2.csv,34,91.5253,1.8267,0.0786,retained,0.42904157601727777
z_boson_data_2.csv,35,91.6212,1.6431,0.0639,retained,-1.244923913862295
z_boson_data_2.csv,36,91.7172,1.7869,0.0596,retained,2.4293141284196484
z_boson_data_2.csv,37,91.8131,1.4157,0.0693,retained,-2.0107970756909515
z_boson_data_2.csv,38,91.9091,1.6281,0.0763,retained,2.144542773578391
z_boson_data_2.csv,39,92.0051,1.2706,nan,nonfinite,
z_boson_data_2.csv,40,92.101,1.1659,0.0836,retained,-1.4051698117863265
z_boson_data_2.csv,41,92.197,1.3697,0.0803,retained,2.157360293102788
z_boson_data_2.csv,42,92.2929,1.1507,0.0936,retained,0.39523888021788817
z_boson_data_2.csv,43,92.3889,0.9264,0.0686,retained,-1.591723758101311
z_boson_data_2.csv,44,92.4848,0.8848,0.0603,retained,-1.2907075073732377
z_boson_data_2.csv,45,92.5808,0.8756,0.0693,retained,-0.2765822287891573
